"CALL","QSO_DATE","TIME_ON","TIME_OFF","BAND","MODE","RST_SENT","RST_RCVD","QSL_SENT","QSL_SENT_VIA","APP_EQSL_AG","GRIDSQUARE","STATION_CALLSIGN","FREQ","CONTEST_ID","FREQ_RX","OPERATOR","CQZ","STX","APP_N1MM_POINTS","APP_N1MM_RADIO_NR","APP_N1MM_CONTINENT","APP_N1MM_RUN1RUN2","APP_N1MM_RADIOINTERFACED","APP_N1MM_ISORIGINAL","APP_N1MM_NETBIOSNAME","APP_N1MM_ISRUNQSO","APP_N1MM_ID","APP_N1MM_CLAIMEDQSO","SWL","QSLMSG_INTL","QSLMSG","TX_PWR"
"GB2NWA","20110702","1251",,"40M","SSB","","","Y","E","Y","JO01BR",,,,,,,,,,,,,,,,,,,,,
"GB2NWA","20110702","1253",,"40M","SSB","59","","Y","E","Y","JO01BR",,,,,,,,,,,,,,,,,,,,"Reginald, thanks for the FB QSO es eQSL.  Please also send a 'real' QSL card.  73 de Marc - G0TOC, LEFARS QSL Manager.",
"NP3M","20110702","2124",,"15M","PSK","599","","Y","E","Y","FK68Kf",,,,,,,,,,,,,,,,,,,,"tnx for qso 73`s de team NP3M",
"HI8FLB","20110702","2134",,"15M","PSK","599","","Y","E","Y","FK58AL",,,,,,,,,,,,,,,,,,,,"599",
"AJ4HW","20110705","2119",,"20M","PSK","599","","Y","E","Y","EM75VU",,,,,,,,,,,,,,,,,,,,,
"DL0YLC","20110706","0950",,"40M","SSB","57","","Y","E",,"JN58TF",,,"DX",,,,,,,,,,,,,,,,,,
"TF2MSN","20110706","0958",,"20M","PSK","599","","Y","E","Y","HP84XH",,,,,,,,,,,,,,,,,,,,,
"R3A-771914","20110706","1011",,"20M","PSK","599","","Y","E","Y","KO85MO",,,,,,,,,,,,,,,,,,,,"HF25BPK/P",
"E79D","20110706","1153",,"10M","SSB","59","","Y","E","Y","JN93DT",,,,,,,,,,,,,,,,,,,,,
"IK8EPC","20110706","1159",,"6M","SSB","59","","Y","E","Y","JN70DT",,,,,,,,,,,,,,,,,,,,,
"F6IRG","20110706","1437",,"10M","PSK","599","","Y","E",,"JN25MI",,,,,,,,,,,,,,,,,,,,,
"OK1FRG","20110706","1440",,"10M","PSK","599","","Y","E","Y","JN79uv",,,,,,,,,,,,,,,,,,,,,
"OK1FRG","20110706","1450",,"12M","PSK","599","","Y","E","Y","JN79uv",,,,,,,,,,,,,,,,,,,,,
"EA1DR","20110706","1845",,"6M","SSB","59","","Y","E","Y","in83aj",,,,,,,,,,,,,,,,,,,,,
"YL3GGT","20110706","1855",,"10M","PSK","599","","Y","E","Y","KO07SJ",,,,,,,,,,,,,,,,,,,,"TNX for QSO TU 73!",
"TF5B","20110706","2026",,"20M","RTTY","599","","Y","E","Y","IP05wq",,,,,,,,,,,,,,,,,,,,,
"G1FON","20110707","1432",,"20M","PSK","599","","Y","E","Y","IO80EM",,,,,,,,,,,,,,,,,,,,,
"PE1FGG","20110707","2050",,"10M","PSK","599","","Y","E","Y","JO22PR",,,,,,,,,,,,,,,,,,,,"DANK REG ,  CU , 73 DIRK ",
"PT155FD","20110707","2113",,"20M","SSB","59","","Y","E","Y","HI24jd",,,,,,,,,,,,,,,,,,,,,
"OE6MMF","20110708","1458",,"17M","PSK","599","","Y","E","Y","JN77VE",,,,,,,,,,,,,,,,,,,,,
"DL0YLV","20110710","1852",,"40M","SSB","59","","Y","E","Y","JO64AD",,,,,,,,,,,,,,,,,,,,"OP: YL Gaby DF9TM - S-DOK of this QSO: YLWMV",
"HG3FMZ","20110710","1912",,"15M","PSK","599","","Y","E","Y","JN96AV",,,,,,,,,,,,,,,,,,,,,
"HC7AE","20110710","2148",,"20M","RTTY","599","","Y","E","Y","FI18am",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"HC7AE","20110710","2154",,"20M","RTTY","599","","Y","E","Y","FI18am",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"DL0YLS","20110711","1512",,"40M","SSB","58","","Y","E","Y","JO61DH",,,,,,,,,,,,,,,,,,,,,
"DL0YLWM","20110711","1722",,"80M","SSB","59","","Y","E","Y","JO40JC",,,,,,,,,,,,,,,,,,,,,
"IR1ITA","20110711","2134",,"20M","RTTY","599","","Y","E",,"jn34tq",,,,,,,,,,,,,,,,,,,,,
"DL4CR","20110712","1649",,"80M","SSB","5 9","","Y","E","Y","JO40JC",,,,,,,,,,,,,,,,,,,,,
"DL0YLF","20110712","1650",,"80M","SSB","59","","Y","E","Y","JO40JC",,,,,,,,,,,,,,,,,,,,,
"DL0YLY","20110712","1912",,"80M","SSB","59","","Y","E",,,,,,,,,,,,,,,,,,,,,,,
"1B1AB","20110712","1920",,"20M","PSK","599","","Y","E","Y","KM65qh",,,,,,,,,,,,,,,,,,,,,
"A45XR","20110712","1928",,"17M","PSK","599","","Y","E","Y","LL93do",,,,,,,,,,,,,,,,,,,,,
"F4BVO","20110713","0800",,"20M","RTTY","599","","Y","E","Y","JN25VT",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"F5JGA","20110713","1118",,"17M","RTTY","599","","Y","E","Y","JN05FD",,,,,,,,,,,,,,,,,,,,,
"OE4VIE","20110713","1619",,"6M","SSB","59","","Y","E","Y","JN87DC",,,,,,,,,,,,,,,,,,,,,
"OK1-36301","20110713","1952",,"10m","PSK","577","","Y","E","Y","JO60HF",,,,,,,,,,,,,,,,,,,,"DL0YLZ de PA1REG Reginald, nice greeting from Czech Republic, many good DX, TNX for UR eQSL de OK1-36301 Vaclav 73 !",
"DL1TM","20110713","2000",,"80M","SSB","58","","Y","E","Y","JO41EV",,,,,,,,,,,,,,,,,,,,,
"DL0YLN","20110713","2000",,"80M","SSB","58","","Y","E","Y","jo41ev",,,,,,,,,,,,,,,,,,,,,
"DL0YLM","20110713","2026",,"80M","SSB","59","","Y","E","Y","JO43XX",,,,,,,,,,,,,,,,,,,,,
"DL6SAK","20110713","2026",,"80M","SSB","59","","Y","E","Y","JO40fo",,,,,,,,,,,,,,,,,,,,,
"DL0YLI","20110714","1946",,"80M","SSB","59","","Y","E",,"JO42ou",,,,,,,,,,,,,,,,,,,,,
"DR11YLO","20110715","1950",,"40M","SSB","59","","Y","E",,"JO41AH",,,,,,,,,,,,,,,,,,,,,
"DL0YLC","20110715","2035",,"80M","SSB","59","","Y","E",,"JN58TF",,,,,,,,,,,,,,,,,,,,,
"A65BR","20110716","0424",,"20M","RTTY","599","","Y","E","Y","LL75SL",,,,,,,,,,,,,,,,,,,,,
"EH7CC","20110716","0727",,"17M","PSK","599","","Y","E","Y","im86qt",,,,,,,,,,,,,,,,,,,,,
"EA7GXW","20110716","0727",,"17M","PSK","","","Y","E","Y","IM86qt",,,,,,,,,,,,,,,,,,,,,
"DL0YLR","20110716","0910",,"40M","SSB","59","","Y","E","Y","JO31KE",,,,,,,,,,,,,,,,,,,,,
"EH7CC","20110716","1130",,"17M","PSK","599","","Y","E","Y","im86qt",,,"Expedici? HF<",,,,,,,,,,,,,,,,,,
"EA7GXW","20110716","1130",,"17M","PSK","","","Y","E","Y","IM86qt",,,,,,,,,,,,,,,,,,,,,
"DL0YLR","20110716","1923",,"80M","SSB","59","","Y","E","Y","JO31KE",,,,,,,,,,,,,,,,,,,,,
"DL0YLK","20110716","1939",,"40M","SSB","59","","Y","E",,"JO30WM",,,,,,,,,,,,,,,,,,,,,
"DL0YLT","20110716","2143",,"80M","SSB","59","","Y","E","Y","JN58CH",,,,,,,,,,,,,,,,,,,,,
"DL0YLY","20110717","0819",,"40M","SSB","59","","Y","E",,,,,,,,,,,,,,,,,,,,,,,
"PA/ON6EF","20110717","1022",,"40M","SSB","59","","Y","E","Y","JO23LG",,,,,,,,,,,,,,,,,,,,,
"DL0YLC","20110717","1141",,"20M","SSB","59","","Y","E",,"JN58TF",,,,,,,,,,,,,,,,,,,,,
"KD8JSP","20110717","2204",,"20M","PSK","599","","Y","E","Y","EN82ik",,,,,,,,,,,,,,,,,,,,,
"W4DTB","20110717","2212",,"20M","PSK","599","","Y","E","Y","FM05lv",,,,,,,,,,,,,,,,,,,,,
"DR16BENE","20110718","1425",,"40M","SSB","59","","Y","E","Y","JN37wx",,,,,,,,,,,,,,,,,,,,,
"DE2KPH","20110718","1425",,"40m","SSB","59","","Y","E","Y","JO52VA",,,,,,,,,,,,,,,,,,,,"wkd: DR16BENE, paper QSL via bureau, 73 de Klaus",
"DL6RDE","20110718","1502",,"40M","SSB","59","","Y","E",,"jn59ws",,,,,,,,,,,,,,,,,,,,,
"DL0YLU","20110718","1528",,"40M","SSB","59","","Y","E","Y","JN59VL",,,,,,,,,,,,,,,,,,,,,
"VA3YC","20110719","0455",,"20M","PSK","599","","Y","E","Y","FN03gu",,,,,,,,,,,,,,,,,,,,,
"VA3YC","20110719","0501",,"20M","PSK","599","","Y","E","Y","FN03gu",,,,,,,,,,,,,,,,,,,,,
"DL0YLF","20110719","1626",,"80M","SSB","59","","Y","E","Y","JO40JC",,,,,,,,,,,,,,,,,,,,,
"DL0YLQ","20110719","1941",,"40M","SSB","59","","Y","E","Y","JN39JG",,,,,,,,,,,,,,,,,,,,,
"DK2YL","20110719","1941",,"40M","SSB","59","","Y","E","Y","JN39JG",,,,,,,,,,,,,,,,,,,,,
"DL7MAR","20110719","1948",,"80M","SSB","35","","Y","E","Y","JO62TJ",,,,,,,,,,,,,,,,,,,,,
"DL0YLD","20110719","1948",,"80M","SSB","35","","Y","E","Y","JO62TJ",,,,,,,,,,,,,,,,,,,,,
"HA5OMM","20110720","0708",,"20M","PSK","599","","Y","E","Y","JN97MM",,,,,,,,,,,,,,,,,,,,"73, thanks for the QSO",
"F4GPZ","20110720","0813",,"15M","PSK","599","","Y","E","Y","JN04xa",,,,,,,,,,,,,,,,,,,"Hello my friend, good dx for you. 73 et amiti? de France Bye<",,
"EA5JC","20110720","0826",,"15M","PSK","599","","Y","E","Y","IM99RM",,,,,,,,,,,,,,,,,,,,,
"DL0YLD","20110720","1826",,"80M","SSB","59","","Y","E","Y","JO62TJ",,,,,,,,,,,,,,,,,,,,,
"DO5DF","20110720","1827",,"80M","SSB","59","","Y","E","Y","JO62TH",,,,,,,,,,,,,,,,,,,,,
"DL4HWM","20110720","2001",,"80M","SSB","59","","Y","E","Y","JO51MS",,,,,,,,,,,,,,,,,,,,,
"DL4HWM","20110720","2004",,"80M","SSB","59","","Y","E","Y","JO51MS",,,,,,,,,,,,,,,,,,,,,
"RA1QFU","20110720","2023",,"20M","RTTY","599","","Y","E",,"LO09EH",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"DL4HWM","20110720","2059",,"80M","SSB","58","","Y","E","Y","JO51MS",,,,,,,,,,,,,,,,,,,,,
"DL0YLM","20110721","1516",,"40M","SSB","59","","Y","E","Y","JO43XX",,,,,,,,,,,,,,,,,,,,,
"SP3FCO","20110721","2029",,"40M","PSK","599","","Y","E",,"JO92DF",,,,,,,,,,,,,,,,,,,,,
"SA3ARL","20110721","2033",,"40M","PSK","599","","Y","E","Y","JP80np",,,,,,,,,,,,,,,,,,,,,
"DL0YLWM","20110722","1727",,"20M","SSB","59","","Y","E","Y","JO40JC",,,,,,,,,,,,,,,,,,,,,
"CT1JML","20110724","1254",,"10M","PSK","599","","Y","E","Y","IM58mw",,,,,,,,,,,,,,,,,,,,,
"IK4IDF","20110724","1940",,"30M","OLIVIA","599","","Y","E","Y","JN54XL",,,,,,,,,,,,,,,,,,,,,
"ON30NOL","20110725","1501",,"20M","RTTY","599","","Y","E",,"jo21sa",,,,,,,,,,,,,,,,,,,,,
"EA5HIZ","20110727","1911",,"30M","PSK","599","","Y","E","Y","IM97ej",,,,,,,,,,,,,,,,,,,,,
"IZ0KBA","20110730","1917",,"10M","PSK","599","","Y","E","Y","jn61kx",,,,,,,,,,,,,,,,,,,,,
"SQ9JXB","20110731","1052",,"30M","PSK","599","","Y","E","Y","JO90JB",,,,,,,,,,,,,,,,,,,,"THX QSO VY 73! Jan SQ9JXB",
"PY2ROE","20110731","2022",,"15M","PSK","599","","Y","E",,"GG66NL",,,,,,,,,,,,,,,,,,,,,
"SQ6NDC","20110731","2031",,"30M","MFSK","599","","Y","E","Y","JO81ub",,,,,,,,,,,,,,,,,,,,"Mni tks fer QSO, 73 cuagn",
"SA6BSU","20110801","0823",,"40M","PSK","599","","Y","E","Y","JO57du",,,,,,,,,,,,,,,,,,,,,
"UT9LI","20110802","2120",,"30M","PSK","599","","Y","E","Y","ko80cc",,,,,,,,,,,,,,,,,,,," ... TNX! de Sergio 73!  http://ut9li.narod.ru",
"OM7OM","20110802","2122",,"30M","PSK","599","","Y","E","Y","JN98UJ",,,,,,,,,,,,,,,,,,,,"Tks for QSO, vy 73 Milan",
"MM0XXW","20110803","0838",,"30M","PSK","599","","Y","E","Y","IO85JX",,,,,,,,,,,,,,,,,,,,,
"OZ1KDG","20110803","0845",,"30M","PSK","599","","Y","E",,"JO57GK",,,,,,,,,,,,,,,,,,,,,
"SV1EBV","20110803","2024",,"20M","RTTY","599","","Y","E",,"km08vj",,,,,,,,,,,,,,,,,,,,"tnx for qso tu 73!",
"2E0DDM","20110804","0851",,"30M","PSK","599","","Y","E","Y","io93gq",,,,,,,,,,,,,,,,,,,,"tnx for nice qso 73s de bernard 2e0ddm",
"UA3TN","20110805","0949",,"17M","PSK","599","","Y","E","Y","LO16xg",,,,,,,,,,,,,,,,,,,,,
"YO5OIC","20110805","1539",,"10M","MFSK","599","","Y","E","Y","KN16sb",,,,,,,,,,,,,,,,,,,,,
"HI8CSS","20110811","2235",,"20M","PSK","599","","Y","E","Y","FK58CL",,,,,,,,,,,,,,,,,,,,,
"LY2011USCARS","20110814","0921",,"20M","SSB","59","","Y","E","Y",,,,,,,,,,,,,,,,,,,,,"TNX QSO!",
"PD1BRT","20110816","1437",,"10M","SSB","59","","Y","E",,"JO22MP",,,,,,,,,,,,,,,,,,,,,
"KJ4KVC","20110817","2153",,"20M","PSK","599","","Y","E","Y","em65",,,,,,,,,,,,,,,,,,,,,
"K0KER","20110817","2159",,"20M","PSK","599","","Y","E","Y","EM38",,,,,,,,,,,,,,,,,,,,"Thank you for a great qso.  73   Glenn",
"YY5PCA","20110819","0206",,"40M","PSK","599","","Y","E","Y","FK60MM",,,,,,,,,,,,,,,,,,,,,
"TG9AHM","20110819","0213",,"40M","PSK","599","","Y","E","Y","EK44RO",,,,,,,,,,,,,,,,,,,,,
"TG9AHM","20110819","0215",,"40M","PSK","599","","Y","E","Y","EK44RO",,,,,,,,,,,,,,,,,,,,,
"VP8LP","20110819","1725",,"15M","SSB","58","","Y","E","Y","GD18bh",,,,,,,,,,,,,,,,,,,,,
"N3WT","20110831","1135",,"20M","PSK","599","","Y","E","Y","FM19fi",,,,,,,,,,,,,,,,,,,,,
"SP3OWE","20110831","1157",,"15M","PSK","599","","Y","E","Y","JO81ko",,,,,,,,,,,,,,,,,,,,,
"K0TPP","20110911","1212",,"20M","PSK","599","","Y","E","Y","EM48rk",,,,,,,,,,,,,,,,,,,,,
"YV6DH","20110915","2040",,"15M","PSK","599","","Y","E","Y","FK70QE",,,,,,,,,,,,,,,,,,,,,
"EG8LM","20110918","1221",,"10M","SSB","59","","Y","E","Y","IL28ED",,,,,,,,,,,,,,,,,,,,,
"W4JSI","20110921","1953",,"10M","PSK","599","","Y","E","Y","EM64ks",,,,,,,,,,,,,,,,,,,,,
"KD8DKG","20110921","2019",,"15M","PSK","599","","Y","E","Y","EN56tr",,,,,,,,,,,,,,,,,,,,"73's and good DX",
"AC4BB","20110921","2026",,"15M","PSK","599","","Y","E","Y","EM63wl",,,,,,,,,,,,,,,,,,,,,
"AC4BB","20110921","2038",,"15M","PSK","599","","Y","E","Y","EM63wl",,,,,,,,,,,,,,,,,,,,,
"PU5AAD","20110922","1710",,"10M","PSK","599 ","","Y","E","Y","gg51ps",,,,,,,,,,,,,,,,,,,,"73, thanks for the QSO",
"KI3N","20110922","2024",,"15M","PSK","599","","Y","E","Y","EM73cn",,,,,,,,,,,,,,,,,,,,,
"CN8SG","20110925","1712",,"10M","SSB","59","","Y","E","Y","IM64QG",,,,,,,,,,,,,,,,,,,,"tnx for nice QSO QSL-Gard via EA7FTR",
"CU7MD","20110926","1953",,"12M","SSB","59","","Y","E","Y","HM58QM",,,,,,,,,,,,,,,,,,,,,
"LU7DSY","20110926","2010",,"15M","PSK","599","","Y","E","Y","FF81ug",,,,,,,,,,,,,,,,,,,,"Reginald thanks for psk31 qso. 73 Carlos",
"HF36POL","20110927","2034",,"20M","PSK","599","","Y","E","Y","JO90NK",,,,,,,,,,,,,,,,,,,,,
"RW9SQ","20110927","2051",,"40M","PSK","599","","Y","E","Y","LO71nw",,,,,,,,,,,,,,,,,,,,,
"RW9SQ","20110927","2051",,"40M","PSK","599","","Y","E","Y","LO71nw",,,,,,,,,,,,,,,,,,,,,
"1B1AB","20110927","2058",,"40M","PSK","599","","Y","E","Y","KM65qh",,,,,,,,,,,,,,,,,,,,,
"VK2GWK","20111003","2142",,"20M","SSB","45","","Y","E","Y","QF67bf",,,,,,,,,,,,,,,,,,,,,
"K9ZJ","20111003","2200",,"20M","PSK","599","","Y","E","Y","EN53ua",,,,,,,,,,,,,,,,,,,,,
"PS7YL","20111004","2007",,"15M","PSK","599","","Y","E","Y","hi24jc",,,,,,,,,,,,,,,,,,,,"TNX 73 PS7YL Monica",
"PS7YL","20111004","2009",,"15M","PSK","599","","Y","E","Y","hi24jc",,,,,,,,,,,,,,,,,,,,,
"VA3MJR","20111013","2019",,"15M","PSK","599","","Y","E","Y","FN03bf",,,,,,,,,,,,,,,,,,,,,
"SA4SC","20111015","1151",,"20M","PSK","599","","Y","E",,"JO79AH",,,,,,,,,,,,,,,,,,,,,
"HC2/KF6ZWD","20111016","1726",,"10M","SSB","59","","Y","E",,"EI99",,,,,,,,,,,,,,,,,,,,,
"TG9AHM","20111016","1730",,"10M","PSK","599","","Y","E","Y","EK44RO",,,,,,,,,,,,,,,,,,,,,
"TG9AHM","20111016","1731",,"10M","PSK","599","","Y","E","Y","EK44RO",,,,,,,,,,,,,,,,,,,,,
"SH6HUL","20111024","2124",,"80M","SSB","59+5","","Y","E","Y","JO68ip",,,,,,,,,,,,,,,,,,,,,
"SH6HUL/LH","20111024","2124",,"80M","SSB","59+5","","Y","E","Y","JO68ip",,,,,,,,,,,,,,,,,,,,,"100.0000"
"DL9FA","20111029","1749",,"80M","PSK","599","","Y","E","Y","JO53UU",,,,,,,,,,,,,,,,,,,,"800PORT",
"SH6HUL/LH","20111031","1750",,"40M","SSB","59","","Y","E","Y","JO68ip",,,,,,,,,,,,,,,,,,,,,"100.0000"
"SH6HUL","20111031","1750",,"40M","SSB","59","","Y","E","Y","JO68ip",,,,,,,,,,,,,,,,,,,,,
"CU7MD","20111031","2057",,"40M","SSB","59","","Y","E","Y","HM58QM",,,,,,,,,,,,,,,,,,,,,
"6V7Q","20111102","0923",,"15M","SSB","59","","Y","E",,"IK14ll",,,,,,,,,,,,,,,,,,,,,
"ON7ZC/P","20111102","0941",,"40M","SSB","55","","Y","E","Y","JO20DJ",,,,,,,,,,,,,,,,,,,,"Hello Reginald ! Bedankt voor Mooie eQSL en voor QSO ! 73 Pierre",
"ON7ZC","20111102","0941",,"40M","SSB","55","","Y","E","Y","JO20DJ",,,,,,,,,,,,,,,,,,,,,
"6V7Q","20111102","1344",,"10M","SSB","59","","Y","E",,"IK14ll",,,,,,,,,,,,,,,,,,,,,
"F5VMH","20111102","1426",,"40M","PSK","599","","Y","E","Y","JN08QR",,,,,,,,,,,,,,,,,,,,,
"PJ4J","20111102","1829",,"15M","SSB","59","","Y","E","Y","fk52",,,,,,,,,,,,,,,,,,,,,
"HI8MU","20111103","1633",,"10M","PSK","599","","Y","E",,"FK48XK",,,,,,,,,,,,,,,,,,,,,
"KJ4YQK","20111106","1457",,"10M","PSK","499","","Y","E","Y","EM84rx",,,,,,,,,,,,,,,,,,,,,
"6V7Q","20111108","1632",,"10M","FM","59","","Y","E",,"IK14ll",,,,,,,,,,,,,,,,,,,,,
"KA1MR","20111109","1541",,"10M","PSK","599","","Y","E","Y","FN41nr",,,,,,,,,,,,,,,,,,,,"Thanks for the nice contact on PSK31",
"KA1MR","20111109","1543",,"10M","PSK","599","","Y","E","Y","FN41nr",,,,,,,,,,,,,,,,,,,,,
"YO4FKO","20111112","1234",,"15M","PSK","599","","Y","E","Y","KN35XG",,,,,,,,,,,,,,,,,,,,,
"PE2AE","20111113","0905",,"80M","SSB","59","","Y","E","Y","JO33ha",,,,,,,,,,,,,,,,,,,,,
"PA1NL","20111113","0906",,"80M","SSB","59","","Y","E","Y","JO32fr",,,,,,,,,,,,,,,,,,,,,
"PA7WW","20111113","0908",,"80M","SSB","59","","Y","E","Y","JO32hf",,,,,,,,,,,,,,,,,,,,,
"PA1HR","20111113","0910",,"80M","SSB","59","","Y","E","Y","JO32GA",,,,,,,,,,,,,,,,,,,,,
"PI4F","20111113","0914",,"80M","SSB","59","","Y","E","Y","jo22da",,,,,,,,,,,,,,,,,,,,,
"PI4CG","20111113","0917",,"80M","SSB","59","","Y","E","Y","jo21gt",,,"PABEKER-SSB",,,,,,,,,,,,,,,,,,
"PA0MIR","20111113","0925",,"80M","SSB","59","","Y","E","Y","JO22LL",,,,,,,,,,,,,,,,,,,,,
"PI9SRS","20111113","0927",,"80M","SSB","59","","Y","E","Y","JO21ET",,,,,,,,,,,,,,,,,,,,,
"PI9SRS","20111113","0929",,"80M","SSB","59","","Y","E","Y","JO21ET",,,,,,,,,,,,,,,,,,,,,
"PA3HGF","20111113","0936",,"80M","SSB","59","","Y","E","Y","JO21RJ",,,,,,,,,,,,,,,,,,,,,
"PG7V","20111113","0938",,"80M","SSB","59","","Y","E","Y","JO22",,,,,,,,,,,,,,,,,,,,,
"PH2A","20111113","0940",,"80M","SSB","59","","Y","E","Y","JO21FM",,,,,,,,,,,,,,,,,,,,,
"PE2KM","20111113","0952",,"80M","SSB","59","","Y","E",,"JO32CG",,,,,,,,,,,,,,,,,,,,,
"PG2AA","20111113","1000",,"80M","SSB","59","","Y","E","Y","JO22LG",,,,,,,,,,,,,,,,,,,,,
"PA0RRA","20111113","1002",,"80M","SSB","59","","Y","E","Y","JO21AG",,,,,,,,,,,,,,,,,,,,"TNX For QSO , 73",
"PE1FTV","20111113","1005",,"80M","SSB","59 R13","","Y","E","Y","JO21QI",,,,,,,,,,,,,,,,,,,,,
"PA3FYG","20111113","1011",,"80M","SSB","59 R15","","Y","E","Y","JO22SI",,,,,,,,,,,,,,,,,,,,,
"PA1NL","20111113","1018",,"40M","SSB","59","","Y","E","Y","JO32fr",,,,,,,,,,,,,,,,,,,,,
"PI4UTR","20111113","1021",,"40M","SSB","59","","Y","E","Y","JO22MC",,,"PABEKER-SSB",,,,,,,,,,,,,,,,,,
"PA1HC","20111113","1021",,"40M","SSB","59","","Y","E","Y","jo32cd",,,,,,,,,,,,,,,,,,,,"Tnx 4 QSO",
"PI9SRS","20111113","1023",,"40M","SSB","59","","Y","E","Y","JO21ET",,,,,,,,,,,,,,,,,,,,,
"PI4CG","20111113","1024",,"40M","SSB","59","","Y","E","Y","jo21gt",,,"PABEKER-SSB",,,,,,,,,,,,,,,,,,
"PA1HR","20111113","1026",,"40M","SSB","59","","Y","E","Y","JO32GA",,,,,,,,,,,,,,,,,,,,,
"PI4F","20111113","1026",,"40M","SSB","59","","Y","E","Y","jo22da",,,,,,,,,,,,,,,,,,,,,
"PA0MIR","20111113","1032",,"40M","SSB","59","","Y","E","Y","JO22LL",,,,,,,,,,,,,,,,,,,,,
"PA3JD","20111113","1033",,"40M","SSB","59","","Y","E","Y","JO32FO",,,,,,,,,,,,,,,,,,,,"Tnx qso and 73 from Dedemsvaart Nederland. Hpe cuagn. Best 73 de Joop",
"PH2A","20111113","1044",,"40M","SSB","59","","Y","E","Y","JO21FM",,,,,,,,,,,,,,,,,,,,,
"PA7WW","20111113","1048",,"40M","SSB","59","","Y","E","Y","JO32hf",,,,,,,,,,,,,,,,,,,,,
"PE4BAS","20111113","1056",,"40M","SSB","59","","Y","E","Y","JO33JK",,,,,,,,,,,,,,,,,,,,"TNX QSO, 73, Bas",
"PD0WVD","20111113","1058",,"40M","SSB","59","","Y","E","Y","JO22qe",,,,,,,,,,,,,,,,,,,,,
"PA3FYG","20111113","1059",,"40M","SSB","59 R15","","Y","E","Y","JO22SI",,,,,,,,,,,,,,,,,,,,,
"PE2AE","20111113","1116",,"40M","SSB","59","","Y","E","Y","JO33ha",,,,,,,,,,,,,,,,,,,,,
"PA8KM","20111113","1119",,"40M","SSB","59","","Y","E","Y","JO32BS",,,,,,,,,,,,,,,,,,,,,
"PG7V","20111113","1122",,"40M","SSB","59","","Y","E","Y","JO22",,,,,,,,,,,,,,,,,,,,,
"PA1MP","20111113","1122",,"40M","SSB","59","","Y","E","Y","JO22IP",,,,,,,,,,,,,,,,,,,,,
"PE2KM","20111113","1124",,"40M","SSB","59","","Y","E",,"JO32CG",,,,,,,,,,,,,,,,,,,,,
"PA3HGF","20111113","1128",,"40M","SSB","59","","Y","E","Y","JO21RJ",,,,,,,,,,,,,,,,,,,,,
"Z24EA","20111113","1242",,"10M","SSB","59","","Y","E","Y","KH52ne",,,,,,,,,,,,,,,,,,,,,
"PA0SJM","20111114","1816",,"10M","PSK","579","","Y","E","Y","JO22mm",,,,,,,,,,,,,,,,,,,,,
"LW9EKA","20111118","1606",,"10M","PSK","599","","Y","E","Y","GF05UG",,,,,,,,,,,,,,,,,,,,,
"CX8AF","20111118","1614",,"10M","PSK","599","","Y","E","Y","GF15WD",,,,,,,,,,,,,,,,,,,,,
"PA8KM","20111120","1036",,"2M","FM","59","","Y","E","Y","JO32BS",,,,,,,,,,,,,,,,,,,,,
"PD1ABY","20111120","1100",,"2M","FM","59","","Y","E",,"JO22RM",,,,,,,,,,,,,,,,,,,,,
"PA1VW","20111120","1108",,"2M","FM","59","","Y","E","Y","JO22IR",,,,,,,,,,,,,,,,,,,,,
"PE2AE","20111120","1112",,"80M","SSB","59","","Y","E","Y","JO33ha",,,,,,,,,,,,,,,,,,,,,
"PA1NL","20111120","1115",,"80M","SSB","59","","Y","E","Y","JO32fr",,,,,,,,,,,,,,,,,,,,,
"PE5JW","20111120","1116",,"80M","SSB","59","","Y","E",,"JO32BL",,,,,,,,,,,,,,,,,,,,,
"PE5JW","20111120","1117",,"80M","SSB","59","","Y","E",,"JO32BL",,,,,,,,,,,,,,,,,,,,,
"PI4FRG","20111120","1118",,"80M","SSB","59","","Y","E","Y","JO23WE",,,,,,,,,,,,,,,,,,,,,
"PI9SRS","20111120","1120",,"80M","SSB","59","","Y","E","Y","JO21ET",,,,,,,,,,,,,,,,,,,,,
"PE2KM","20111120","1125",,"80M","SSB","59","","Y","E",,"JO32CG",,,,,,,,,,,,,,,,,,,,,
"PA1HC","20111120","1127",,"80M","SSB","59","","Y","E","Y","jo32cd",,,,,,,,,,,,,,,,,,,,"Tnx 4 QSO",
"PE4BAS","20111120","1131",,"80M","SSB","59 19 RO","","Y","E","Y","JO33JK",,,,,,,,,,,,,,,,,,,,"TNX QSO, 73, Bas",
"PA3MM","20111120","1132",,"80M","SSB","59","","Y","E",,"JO23TF",,,,,,,,,,,,,,,,,,,,,
"PI9SRS","20111120","1135",,"2M","FM","59","","Y","E","Y","JO21ET",,,,,,,,,,,,,,,,,,,,,
"PA1P","20111120","1147",,"2M","FM","59","","Y","E","Y","JO22OR",,,,,,,,,,,,,,,,,,,,,
"PI4ADH","20111120","1154",,"80M","SSB","59","","Y","E",,"jo22jw",,,,,,,,,,,,,,,,,,,,,
